t,ax,ay,ayaw,av,aomega,ox0,oy0,ovx0,ovy0,or0,ox1,oy1,ovx1,ovy1,or1,ox2,oy2,ovx2,ovy2,or2,ox3,oy3,ovx3,ovy3,or3,ox4,oy4,ovx4,ovy4,or4,ox5,oy5,ovx5,ovy5,or5,ox6,oy6,ovx6,ovy6,or6,ox7,oy7,ovx7,ovy7,or7
10.459,59.03,60.24,0.716,0.0,-2.5,80.17,448.16,-62.57,82.36,10.0,303.37,312.29,-72.64,-37.56,10.0,351.69,414.37,48.04,92.24,10.0,757.62,298.92,30.16,-31.02,10.0,578.08,331.09,7.27,62.16,10.0,386.0,156.75,55.99,8.45,10.0,41.78,528.53,65.25,17.47,10.0,81.4,556.03,-2.8,63.33,10.0
10.476,59.03,60.24,0.673,0.0,-2.5,79.11,449.56,-62.57,82.36,10.0,302.14,311.65,-72.64,-37.56,10.0,352.51,415.94,48.04,92.24,10.0,758.13,298.39,30.16,-31.02,10.0,578.2,332.15,7.27,62.16,10.0,386.95,156.89,55.99,8.45,10.0,42.88,528.82,65.25,17.47,10.0,81.36,557.1,-2.8,63.33,10.0
10.493,59.03,60.24,0.631,0.0,-2.5,78.04,450.97,-62.57,82.36,10.0,300.9,311.01,-72.64,-37.56,10.0,353.33,417.51,48.04,92.24,10.0,758.64,297.87,30.16,-31.02,10.0,578.33,333.21,7.27,62.16,10.0,387.9,157.03,55.99,8.45,10.0,43.99,529.12,65.25,17.47,10.0,81.31,558.18,-2.8,63.33,10.0
10.509,59.03,60.24,0.591,0.0,-2.5,77.04,452.28,-62.57,82.36,10.0,299.74,310.41,-72.64,-37.56,10.0,354.09,418.98,48.04,92.24,10.0,759.13,297.37,30.16,-31.02,10.0,578.44,334.2,7.27,62.16,10.0,388.8,157.17,55.99,8.45,10.0,45.04,529.4,65.25,17.47,10.0,81.27,559.19,-2.8,63.33,10.0
10.526,59.03,60.24,0.548,0.0,-2.5,75.98,453.68,-62.57,82.36,10.0,298.51,309.77,-72.64,-37.56,10.0,354.91,420.55,48.04,92.24,10.0,759.64,296.84,30.16,-31.02,10.0,578.57,335.26,7.27,62.16,10.0,389.75,157.31,55.99,8.45,10.0,46.15,529.7,65.25,17.47,10.0,81.22,560.27,-2.8,63.33,10.0
10.543,59.03,60.24,0.506,0.0,-2.5,74.91,455.08,-62.57,82.36,10.0,297.27,309.14,-72.64,-37.56,10.0,355.73,422.12,48.04,92.24,10.0,760.15,296.32,30.16,-31.02,10.0,578.69,336.32,7.27,62.16,10.0,390.7,157.46,55.99,8.45,10.0,47.26,529.99,65.25,17.47,10.0,81.17,561.35,-2.8,63.33,10.0
10.559,59.03,60.24,0.466,0.0,-2.5,73.91,456.4,-62.57,82.36,10.0,296.11,308.54,-72.64,-37.56,10.0,356.5,423.59,48.04,92.24,10.0,760.63,295.82,30.16,-31.02,10.0,578.81,337.31,7.27,62.16,10.0,391.6,157.59,55.99,8.45,10.0,48.3,530.27,65.25,17.47,10.0,81.13,562.36,-2.8,63.33,10.0
10.575,59.03,60.24,0.426,0.0,-2.5,72.91,457.72,-62.57,82.36,10.0,294.95,307.93,-72.64,-37.56,10.0,357.26,425.07,48.04,92.24,10.0,761.12,295.32,30.16,-31.02,10.0,578.92,338.3,7.27,62.16,10.0,392.5,157.73,55.99,8.45,10.0,49.34,530.55,65.25,17.47,10.0,81.08,563.37,-2.8,63.33,10.0
10.599,59.03,60.24,0.366,0.0,-2.5,71.41,459.7,-62.57,82.36,10.0,293.2,307.03,-72.64,-37.56,10.0,358.42,427.28,48.04,92.24,10.0,761.84,294.58,30.16,-31.02,10.0,579.1,339.8,7.27,62.16,10.0,393.84,157.93,55.99,8.45,10.0,50.91,530.97,65.25,17.47,10.0,81.01,564.89,-2.8,63.33,10.0
10.616,59.03,60.24,0.323,0.0,-2.5,70.35,461.1,-62.57,82.36,10.0,291.97,306.39,-72.64,-37.56,10.0,359.23,428.85,48.04,92.24,10.0,762.35,294.05,30.16,-31.02,10.0,579.22,340.85,7.27,62.16,10.0,394.79,158.07,55.99,8.45,10.0,52.02,531.27,65.25,17.47,10.0,80.97,565.97,-2.8,63.33,10.0
10.633,59.03,60.24,0.281,0.0,-2.5,69.28,462.5,-62.57,82.36,10.0,290.73,305.76,-72.64,-37.56,10.0,360.05,430.42,48.04,92.24,10.0,762.87,293.53,30.16,-31.02,10.0,579.34,341.91,7.27,62.16,10.0,395.74,158.22,55.99,8.45,10.0,53.13,531.56,65.25,17.47,10.0,80.92,567.05,-2.8,63.33,10.0
10.649,59.03,60.24,0.241,0.0,-2.5,68.28,463.81,-62.57,82.36,10.0,289.57,305.15,-72.64,-37.56,10.0,360.82,431.9,48.04,92.24,10.0,763.35,293.03,30.16,-31.02,10.0,579.46,342.9,7.27,62.16,10.0,396.64,158.35,55.99,8.45,10.0,54.17,531.84,65.25,17.47,10.0,80.87,568.06,-2.8,63.33,10.0
10.666,59.03,60.24,0.198,0.0,-2.5,67.22,465.21,-62.57,82.36,10.0,288.34,304.52,-72.64,-37.56,10.0,361.64,433.46,48.04,92.24,10.0,763.86,292.5,30.16,-31.02,10.0,579.58,343.96,7.27,62.16,10.0,397.59,158.49,55.99,8.45,10.0,55.28,532.14,65.25,17.47,10.0,80.83,569.13,-2.8,63.33,10.0
10.682,59.03,60.24,0.158,0.0,-2.5,66.22,466.53,-62.57,82.36,10.0,287.17,303.92,-72.64,-37.56,10.0,362.4,434.94,48.04,92.24,10.0,764.34,292.01,30.16,-31.02,10.0,579.7,344.96,7.27,62.16,10.0,398.49,158.63,55.99,8.45,10.0,56.33,532.42,65.25,17.47,10.0,80.78,570.15,-2.8,63.33,10.0
10.698,59.03,60.24,0.118,0.0,-2.5,65.22,467.85,-62.57,82.36,10.0,286.01,303.31,-72.64,-37.56,10.0,363.17,436.41,48.04,92.24,10.0,764.83,291.51,30.16,-31.02,10.0,579.82,345.95,7.27,62.16,10.0,399.38,158.76,55.99,8.45,10.0,57.37,532.7,65.25,17.47,10.0,80.74,571.16,-2.8,63.33,10.0
10.714,59.03,60.24,0.078,0.0,-2.5,64.21,469.17,-62.57,82.36,10.0,284.85,302.71,-72.64,-37.56,10.0,363.94,437.89,48.04,92.24,10.0,765.31,291.01,30.16,-31.02,10.0,579.93,346.94,7.27,62.16,10.0,400.28,158.9,55.99,8.45,10.0,58.41,532.98,65.25,17.47,10.0,80.69,572.17,-2.8,63.33,10.0
10.73,59.03,60.24,0.038,0.0,-2.5,63.21,470.48,-62.57,82.36,10.0,283.69,302.11,-72.64,-37.56,10.0,364.71,439.37,48.04,92.24,10.0,765.79,290.52,30.16,-31.02,10.0,580.05,347.94,7.27,62.16,10.0,401.17,159.03,55.99,8.45,10.0,59.46,533.26,65.25,17.47,10.0,80.65,573.19,-2.8,63.33,10.0
10.747,59.03,60.24,-0.004,0.0,-2.5,62.15,471.88,-62.57,82.36,10.0,282.45,301.47,-72.64,-37.56,10.0,365.53,440.93,48.04,92.24,10.0,766.3,289.99,30.16,-31.02,10.0,580.17,349.0,7.27,62.16,10.0,402.13,159.18,55.99,8.45,10.0,60.57,533.56,65.25,17.47,10.0,80.6,574.26,-2.8,63.33,10.0
10.763,59.03,60.24,-0.044,0.0,-2.5,61.15,473.2,-62.57,82.36,10.0,281.29,300.87,-72.64,-37.56,10.0,366.3,442.41,48.04,92.24,10.0,766.79,289.49,30.16,-31.02,10.0,580.29,349.99,7.27,62.16,10.0,403.02,159.31,55.99,8.45,10.0,61.61,533.84,65.25,17.47,10.0,80.56,575.28,-2.8,63.33,10.0
10.779,59.03,60.24,-0.084,0.0,-2.5,60.15,474.52,-62.57,82.36,10.0,280.13,300.27,-72.64,-37.56,10.0,367.06,443.89,48.04,92.24,10.0,767.27,289.0,30.16,-31.02,10.0,580.4,350.98,7.27,62.16,10.0,403.92,159.45,55.99,8.45,10.0,62.65,534.11,65.25,17.47,10.0,80.51,576.29,-2.8,63.33,10.0
10.804,59.03,60.24,-0.147,0.0,-2.5,58.58,476.58,-62.57,82.36,10.0,278.31,299.33,-72.64,-37.56,10.0,368.27,446.19,48.04,92.24,10.0,768.02,288.22,30.16,-31.02,10.0,580.59,352.54,7.27,62.16,10.0,405.32,159.66,55.99,8.45,10.0,64.29,534.55,65.25,17.47,10.0,80.44,577.87,-2.8,63.33,10.0
10.821,59.03,60.24,-0.189,0.0,-2.5,57.52,477.98,-62.57,82.36,10.0,277.08,298.69,-72.64,-37.56,10.0,369.08,447.76,48.04,92.24,10.0,768.54,287.69,30.16,-31.02,10.0,580.71,353.59,7.27,62.16,10.0,406.27,159.8,55.99,8.45,10.0,65.39,534.85,65.25,17.47,10.0,80.39,578.95,-2.8,63.33,10.0
10.838,59.03,60.24,-0.232,0.0,-2.5,56.46,479.38,-62.57,82.36,10.0,275.84,298.06,-72.64,-37.56,10.0,369.9,449.33,48.04,92.24,10.0,769.05,287.17,30.16,-31.02,10.0,580.83,354.65,7.27,62.16,10.0,407.22,159.95,55.99,8.45,10.0,66.5,535.15,65.25,17.47,10.0,80.35,580.03,-2.8,63.33,10.0
10.855,59.03,60.24,-0.274,0.0,-2.5,55.39,480.78,-62.57,82.36,10.0,274.61,297.42,-72.64,-37.56,10.0,370.72,450.9,48.04,92.24,10.0,769.56,286.64,30.16,-31.02,10.0,580.96,355.71,7.27,62.16,10.0,408.17,160.09,55.99,8.45,10.0,67.61,535.44,65.25,17.47,10.0,80.3,581.1,-2.8,63.33,10.0
10.873,59.03,60.24,-0.319,0.0,-2.5,54.27,482.26,-62.57,82.36,10.0,273.3,296.74,-72.64,-37.56,10.0,371.58,452.56,48.04,92.24,10.0,770.1,286.08,30.16,-31.02,10.0,581.09,356.83,7.27,62.16,10.0,409.18,160.24,55.99,8.45,10.0,68.79,535.76,65.25,17.47,10.0,80.25,582.24,-2.8,63.33,10.0
10.889,59.03,60.24,-0.359,0.0,-2.5,53.27,483.58,-62.57,82.36,10.0,272.14,296.14,-72.64,-37.56,10.0,372.35,454.03,48.04,92.24,10.0,770.59,285.58,30.16,-31.02,10.0,581.2,357.82,7.27,62.16,10.0,410.08,160.38,55.99,8.45,10.0,69.83,536.04,65.25,17.47,10.0,80.2,583.26,-2.8,63.33,10.0
10.905,59.03,60.24,-0.399,0.0,-2.5,52.26,484.9,-62.57,82.36,10.0,270.98,295.54,-72.64,-37.56,10.0,373.12,455.51,48.04,92.24,10.0,771.07,285.09,30.16,-31.02,10.0,581.32,358.82,7.27,62.16,10.0,410.97,160.51,55.99,8.45,10.0,70.88,536.32,65.25,17.47,10.0,80.16,584.27,-2.8,63.33,10.0
10.922,59.26,60.13,-0.442,15.0,-2.5,51.2,486.3,-62.57,82.36,10.0,269.74,294.9,-72.64,-37.56,10.0,373.93,457.08,48.04,92.24,10.0,771.58,284.56,30.16,-31.02,10.0,581.44,359.87,7.27,62.16,10.0,411.93,160.66,55.99,8.45,10.0,71.98,536.61,65.25,17.47,10.0,80.11,585.35,-2.8,63.33,10.0
10.938,59.47,60.02,-0.482,15.0,-2.5,50.2,487.62,-62.57,82.36,10.0,268.58,294.3,-72.64,-37.56,10.0,374.7,458.55,48.04,92.24,10.0,772.06,284.06,30.16,-31.02,10.0,581.56,360.87,7.27,62.16,10.0,412.82,160.79,55.99,8.45,10.0,73.03,536.89,65.25,17.47,10.0,80.07,586.36,-2.8,63.33,10.0
10.954,59.68,59.9,-0.522,15.0,-2.5,49.2,488.93,-62.57,82.36,10.0,267.42,293.7,-72.64,-37.56,10.0,375.47,460.03,48.04,92.24,10.0,772.55,283.57,30.16,-31.02,10.0,581.68,361.86,7.27,62.16,10.0,413.72,160.93,55.99,8.45,10.0,74.07,537.17,65.25,17.47,10.0,80.02,587.37,-2.8,63.33,10.0
10.971,59.89,59.76,-0.564,15.0,-2.5,48.13,490.33,-62.57,82.36,10.0,266.18,293.06,-72.64,-37.56,10.0,376.29,461.6,48.04,92.24,10.0,773.06,283.04,30.16,-31.02,10.0,581.8,362.92,7.27,62.16,10.0,414.67,161.07,55.99,8.45,10.0,75.18,537.47,65.25,17.47,10.0,79.97,588.45,-2.8,63.33,10.0
10.987,60.09,59.63,-0.599,15.0,-2.2,47.13,491.65,-62.57,82.36,10.0,265.02,292.46,-72.64,-37.56,10.0,377.06,463.07,48.04,92.24,10.0,773.54,282.54,30.16,-31.02,10.0,581.92,363.91,7.27,62.16,10.0,415.57,161.2,55.99,8.45,10.0,76.23,537.75,65.25,17.47,10.0,79.93,589.46,-2.8,63.33,10.0
11.014,60.41,59.38,-0.659,15.0,-2.2,45.44,493.88,-62.57,82.36,10.0,263.06,291.45,-72.64,-37.56,10.0,378.35,465.56,48.04,92.24,10.0,774.36,281.71,30.16,-31.02,10.0,582.11,365.59,7.27,62.16,10.0,417.08,161.43,55.99,8.45,10.0,77.99,538.22,65.25,17.47,10.0,79.85,590.0,-2.8,-63.33,10.0
11.031,60.61,59.22,-0.696,15.0,-2.2,44.38,495.28,-62.57,82.36,10.0,261.82,290.81,-72.64,-37.56,10.0,379.17,467.13,48.04,92.24,10.0,774.87,281.18,30.16,-31.02,10.0,582.24,366.65,7.27,62.16,10.0,418.03,161.58,55.99,8.45,10.0,79.1,538.52,65.25,17.47,10.0,79.81,588.92,-2.8,-63.33,10.0
11.047,60.78,59.06,-0.731,15.0,-2.2,43.38,496.59,-62.57,82.36,10.0,260.66,290.21,-72.64,-37.56,10.0,379.94,468.61,48.04,92.24,10.0,775.35,280.68,30.16,-31.02,10.0,582.35,367.64,7.27,62.16,10.0,418.92,161.71,55.99,8.45,10.0,80.14,538.8,65.25,17.47,10.0,79.76,587.91,-2.8,-63.33,10.0
11.064,60.97,58.88,-0.764,15.0,-1.9,42.32,497.99,-62.57,82.36,10.0,259.43,289.57,-72.64,-37.56,10.0,380.76,470.17,48.04,92.24,10.0,775.87,280.16,30.16,-31.02,10.0,582.48,368.7,7.27,62.16,10.0,419.88,161.86,55.99,8.45,10.0,81.25,539.09,65.25,17.47,10.0,79.71,586.83,-2.8,-63.33,10.0
11.08,61.14,58.71,-0.794,15.0,-1.9,41.31,499.31,-62.57,82.36,10.0,258.26,288.97,-72.64,-37.56,10.0,381.52,471.65,48.04,92.24,10.0,776.35,279.66,30.16,-31.02,10.0,582.59,369.69,7.27,62.16,10.0,420.77,161.99,55.99,8.45,10.0,82.29,539.37,65.25,17.47,10.0,79.67,585.82,-2.8,-63.33,10.0
11.097,61.31,58.52,-0.826,15.0,-1.9,40.25,500.71,-62.57,82.36,10.0,257.03,288.33,-72.64,-37.56,10.0,382.34,473.22,48.04,92.24,10.0,776.86,279.13,30.16,-31.02,10.0,582.72,370.75,7.27,62.16,10.0,421.72,162.13,55.99,8.45,10.0,83.4,539.67,65.25,17.47,10.0,79.62,584.74,-2.8,-63.33,10.0
11.113,61.47,58.34,-0.857,15.0,-1.9,39.25,502.03,-62.57,82.36,10.0,255.87,287.73,-72.64,-37.56,10.0,383.11,474.69,48.04,92.24,10.0,777.34,278.64,30.16,-31.02,10.0,582.83,371.74,7.27,62.16,10.0,422.62,162.27,55.99,8.45,10.0,84.45,539.95,65.25,17.47,10.0,79.58,583.73,-2.8,-63.33,10.0
11.13,61.63,58.14,-0.889,15.0,-1.9,38.19,503.43,-62.57,82.36,10.0,254.63,287.09,-72.64,-37.56,10.0,383.93,476.26,48.04,92.24,10.0,777.86,278.11,30.16,-31.02,10.0,582.96,372.8,7.27,62.16,10.0,423.57,162.41,55.99,8.45,10.0,85.56,540.25,65.25,17.47,10.0,79.53,582.65,-2.8,-63.33,10.0
11.147,61.78,57.94,-0.921,15.0,-1.9,37.12,504.83,-62.57,82.36,10.0,253.4,286.45,-72.64,-37.56,10.0,384.74,477.83,48.04,92.24,10.0,778.37,277.58,30.16,-31.02,10.0,583.08,373.86,7.27,62.16,10.0,424.52,162.56,55.99,8.45,10.0,86.67,540.54,65.25,17.47,10.0,79.48,581.58,-2.8,-63.33,10.0
11.163,61.92,57.74,-0.952,15.0,-1.9,36.12,506.15,-62.57,82.36,10.0,252.23,285.85,-72.64,-37.56,10.0,385.51,479.31,48.04,92.24,10.0,778.85,277.09,30.16,-31.02,10.0,583.2,374.85,7.27,62.16,10.0,425.42,162.69,55.99,8.45,10.0,87.71,540.82,65.25,17.47,10.0,79.44,580.56,-2.8,-63.33,10.0
11.179,62.05,57.55,-0.982,15.0,-1.9,35.12,507.47,-62.57,82.36,10.0,251.07,285.25,-72.64,-37.56,10.0,386.28,480.78,48.04,92.24,10.0,779.33,276.59,30.16,-31.02,10.0,583.31,375.85,7.27,62.16,10.0,426.32,162.83,55.99,8.45,10.0,88.75,541.1,65.25,17.47,10.0,79.39,579.55,-2.8,-63.33,10.0
11.196,62.05,57.55,-1.025,0.0,-2.5,34.06,508.87,-62.57,82.36,10.0,249.84,284.61,-72.64,-37.56,10.0,387.1,482.35,48.04,92.24,10.0,779.85,276.06,30.16,-31.02,10.0,583.44,376.9,7.27,62.16,10.0,427.27,162.97,55.99,8.45,10.0,89.86,541.4,65.25,17.47,10.0,79.34,578.47,-2.8,-63.33,10.0
11.225,62.05,57.55,-1.097,0.0,-2.5,32.24,511.25,-62.57,82.36,10.0,247.73,283.52,-72.64,-37.56,10.0,388.49,485.02,48.04,92.24,10.0,780.72,275.16,30.16,-31.02,10.0,583.65,378.71,7.27,62.16,10.0,428.89,163.21,55.99,8.45,10.0,91.75,541.9,65.25,17.47,10.0,79.26,576.64,-2.8,-63.33,10.0
11.242,62.05,57.55,-1.14,0.0,-2.5,31.18,512.65,-62.57,82.36,10.0,246.5,282.88,-72.64,-37.56,10.0,389.31,486.59,48.04,92.24,10.0,781.23,274.63,30.16,-31.02,10.0,583.77,379.76,7.27,62.16,10.0,429.84,163.36,55.99,8.45,10.0,92.86,542.2,65.25,17.47,10.0,79.22,575.56,-2.8,-63.33,10.0
11.259,62.05,57.55,-1.182,0.0,-2.5,30.12,514.05,-62.57,82.36,10.0,245.26,282.24,-72.64,-37.56,10.0,390.12,488.16,48.04,92.24,10.0,781.75,274.11,30.16,-31.02,10.0,583.89,380.82,7.27,62.16,10.0,430.8,163.5,55.99,8.45,10.0,93.97,542.5,65.25,17.47,10.0,79.17,574.48,-2.8,-63.33,10.0
11.276,62.05,57.55,-1.225,0.0,-2.5,29.05,515.45,-62.57,82.36,10.0,244.03,281.61,-72.64,-37.56,10.0,390.94,489.73,48.04,92.24,10.0,782.26,273.58,30.16,-31.02,10.0,584.02,381.88,7.27,62.16,10.0,431.75,163.65,55.99,8.45,10.0,95.08,542.8,65.25,17.47,10.0,79.12,573.41,-2.8,-63.33,10.0
11.292,62.05,57.55,-1.265,0.0,-2.5,28.05,516.77,-62.57,82.36,10.0,242.86,281.0,-72.64,-37.56,10.0,391.71,491.2,48.04,92.24,10.0,782.74,273.08,30.16,-31.02,10.0,584.13,382.87,7.27,62.16,10.0,432.64,163.78,55.99,8.45,10.0,96.13,543.07,65.25,17.47,10.0,79.08,572.39,-2.8,-63.33,10.0
11.309,62.05,57.55,-1.307,0.0,-2.5,26.99,518.17,-62.57,82.36,10.0,241.63,280.37,-72.64,-37.56,10.0,392.52,492.77,48.04,92.24,10.0,783.25,272.56,30.16,-31.02,10.0,584.26,383.93,7.27,62.16,10.0,433.6,163.92,55.99,8.45,10.0,97.24,543.37,65.25,17.47,10.0,79.03,571.32,-2.8,-63.33,10.0
11.326,62.05,57.55,-1.35,0.0,-2.5,25.92,519.57,-62.57,82.36,10.0,240.39,279.73,-72.64,-37.56,10.0,393.34,494.34,48.04,92.24,10.0,783.77,272.03,30.16,-31.02,10.0,584.38,384.98,7.27,62.16,10.0,434.55,164.07,55.99,8.45,10.0,98.34,543.67,65.25,17.47,10.0,78.98,570.24,-2.8,-63.33,10.0
11.343,62.05,57.55,-1.392,0.0,-2.5,24.86,520.97,-62.57,82.36,10.0,239.16,279.09,-72.64,-37.56,10.0,394.16,495.91,48.04,92.24,10.0,784.28,271.5,30.16,-31.02,10.0,584.5,386.04,7.27,62.16,10.0,435.5,164.21,55.99,8.45,10.0,99.45,543.97,65.25,17.47,10.0,78.93,569.16,-2.8,-63.33,10.0
11.36,62.05,57.55,-1.435,0.0,-2.5,23.8,522.37,-62.57,82.36,10.0,237.92,278.45,-72.64,-37.56,10.0,394.97,497.48,48.04,92.24,10.0,784.79,270.97,30.16,-31.02,10.0,584.63,387.1,7.27,62.16,10.0,436.45,164.36,55.99,8.45,10.0,100.56,544.26,65.25,17.47,10.0,78.89,568.09,-2.8,-63.33,10.0
11.376,62.05,57.55,-1.475,0.0,-2.5,22.79,523.69,-62.57,82.36,10.0,236.76,277.85,-72.64,-37.56,10.0,395.74,498.95,48.04,92.24,10.0,785.28,270.48,30.16,-31.02,10.0,584.74,388.09,7.27,62.16,10.0,437.35,164.49,55.99,8.45,10.0,101.61,544.54,65.25,17.47,10.0,78.84,567.07,-2.8,-63.33,10.0
11.392,62.05,57.55,-1.515,0.0,-2.5,21.79,525.01,-62.57,82.36,10.0,235.6,277.25,-72.64,-37.56,10.0,396.51,500.43,48.04,92.24,10.0,785.76,269.98,30.16,-31.02,10.0,584.86,389.09,7.27,62.16,10.0,438.24,164.63,55.99,8.45,10.0,102.65,544.82,65.25,17.47,10.0,78.8,566.06,-2.8,-63.33,10.0
11.408,62.05,57.55,-1.555,0.0,-2.5,20.79,526.33,-62.57,82.36,10.0,234.44,276.65,-72.64,-37.56,10.0,397.28,501.9,48.04,92.24,10.0,786.24,269.49,30.16,-31.02,10.0,584.98,390.08,7.27,62.16,10.0,439.14,164.76,55.99,8.45,10.0,103.69,545.1,65.25,17.47,10.0,78.75,565.05,-2.8,-63.33,10.0
11.432,62.05,57.55,-1.615,0.0,-2.5,19.29,528.3,-62.57,82.36,10.0,232.69,275.75,-72.64,-37.56,10.0,398.43,504.12,48.04,92.24,10.0,786.96,268.74,30.16,-31.02,10.0,585.15,391.57,7.27,62.16,10.0,440.48,164.96,55.99,8.45,10.0,105.26,545.52,65.25,17.47,10.0,78.69,563.53,-2.8,-63.33,10.0
11.448,62.05,57.55,-1.655,0.0,-2.5,18.29,529.62,-62.57,82.36,10.0,231.53,275.15,-72.64,-37.56,10.0,399.2,505.59,48.04,92.24,10.0,787.45,268.24,30.16,-31.02,10.0,585.27,392.57,7.27,62.16,10.0,441.38,165.1,55.99,8.45,10.0,106.3,545.8,65.25,17.47,10.0,78.64,562.52,-2.8,-63.33,10.0
11.465,62.05,57.55,-1.697,0.0,-2.5,17.23,531.02,-62.57,82.36,10.0,230.3,274.51,-72.64,-37.56,10.0,400.02,507.16,48.04,92.24,10.0,787.96,267.72,30.16,-31.02,10.0,585.39,393.62,7.27,62.16,10.0,442.33,165.24,55.99,8.45,10.0,107.41,546.1,65.25,17.47,10.0,78.59,561.44,-2.8,-63.33,10.0
11.481,62.05,57.55,-1.737,0.0,-2.5,16.22,532.34,-62.57,82.36,10.0,229.13,273.91,-72.64,-37.56,10.0,400.79,508.64,48.04,92.24,10.0,788.44,267.22,30.16,-31.02,10.0,585.51,394.62,7.27,62.16,10.0,443.23,165.38,55.99,8.45,10.0,108.46,546.38,65.25,17.47,10.0,78.55,560.43,-2.8,-63.33,10.0
11.498,62.05,57.55,-1.78,0.0,-2.5,15.16,533.74,-62.57,82.36,10.0,227.9,273.27,-72.64,-37.56,10.0,401.6,510.2,48.04,92.24,10.0,788.96,266.69,30.16,-31.02,10.0,585.63,395.67,7.27,62.16,10.0,444.18,165.52,55.99,8.45,10.0,109.57,546.67,65.25,17.47,10.0,78.5,559.35,-2.8,-63.33,10.0
11.514,62.05,57.55,-1.82,0.0,-2.5,14.16,535.06,-62.57,82.36,10.0,226.74,272.67,-72.64,-37.56,10.0,402.37,511.68,48.04,92.24,10.0,789.44,266.2,30.16,-31.02,10.0,585.75,396.67,7.27,62.16,10.0,445.07,165.66,55.99,8.45,10.0,110.61,546.95,65.25,17.47,10.0,78.46,558.34,-2.8,-63.33,10.0
11.531,62.05,57.55,-1.862,0.0,-2.5,13.1,536.46,-62.57,82.36,10.0,225.5,272.03,-72.64,-37.56,10.0,403.19,513.25,48.04,92.24,10.0,789.95,265.67,30.16,-31.02,10.0,585.87,397.73,7.27,62.16,10.0,446.03,165.8,55.99,8.45,10.0,111.72,547.25,65.25,17.47,10.0,78.41,557.26,-2.8,-63.33,10.0
11.548,62.05,57.55,-1.905,0.0,-2.5,12.03,537.86,-62.57,82.36,10.0,224.27,271.39,-72.64,-37.56,10.0,404.01,514.82,48.04,92.24,10.0,790.0,265.14,-30.16,-31.02,10.0,585.99,398.78,7.27,62.16,10.0,446.98,165.94,55.99,8.45,10.0,112.83,547.55,65.25,17.47,10.0,78.36,556.18,-2.8,-63.33,10.0
11.565,62.05,57.55,-1.947,0.0,-2.5,10.97,539.26,-62.57,82.36,10.0,223.03,270.75,-72.64,-37.56,10.0,404.82,516.38,48.04,92.24,10.0,789.49,264.62,-30.16,-31.02,10.0,586.12,399.84,7.27,62.16,10.0,447.93,166.09,55.99,8.45,10.0,113.94,547.84,65.25,17.47,10.0,78.31,555.11,-2.8,-63.33,10.0
11.582,62.05,57.55,-1.99,0.0,-2.5,10.0,540.66,62.57,82.36,10.0,221.8,270.11,-72.64,-37.56,10.0,405.64,517.95,48.04,92.24,10.0,788.97,264.09,-30.16,-31.02,10.0,586.24,400.89,7.27,62.16,10.0,448.88,166.23,55.99,8.45,10.0,115.05,548.14,65.25,17.47,10.0,78.27,554.03,-2.8,-63.33,10.0
11.599,62.05,57.55,-2.032,0.0,-2.5,11.06,542.06,62.57,82.36,10.0,220.56,269.47,-72.64,-37.56,10.0,406.46,519.52,48.04,92.24,10.0,788.46,263.56,-30.16,-31.02,10.0,586.37,401.95,7.27,62.16,10.0,449.83,166.37,55.99,8.45,10.0,116.16,548.44,65.25,17.47,10.0,78.22,552.95,-2.8,-63.33,10.0
11.615,62.05,57.55,-2.072,0.0,-2.5,12.06,543.38,62.57,82.36,10.0,219.4,268.87,-72.64,-37.56,10.0,407.22,521.0,48.04,92.24,10.0,787.98,263.06,-30.16,-31.02,10.0,586.48,402.95,7.27,62.16,10.0,450.73,166.51,55.99,8.45,10.0,117.2,548.72,65.25,17.47,10.0,78.17,551.94,-2.8,-63.33,10.0
11.641,62.05,57.55,-2.137,0.0,-2.5,13.69,545.52,62.57,82.36,10.0,217.51,267.9,-72.64,-37.56,10.0,408.47,523.39,48.04,92.24,10.0,787.19,262.26,-30.16,-31.02,10.0,586.67,404.56,7.27,62.16,10.0,452.19,166.73,55.99,8.45,10.0,118.9,549.17,65.25,17.47,10.0,78.1,550.29,-2.8,-63.33,10.0
11.657,62.05,57.55,-2.177,0.0,-2.5,14.69,546.83,62.57,82.36,10.0,216.35,267.3,-72.64,-37.56,10.0,409.24,524.87,48.04,92.24,10.0,786.71,261.76,-30.16,-31.02,10.0,586.79,405.56,7.27,62.16,10.0,453.08,166.86,55.99,8.45,10.0,119.94,549.45,65.25,17.47,10.0,78.06,549.28,-2.8,-63.33,10.0
11.674,62.05,57.55,-2.22,0.0,-2.5,15.76,548.23,62.57,82.36,10.0,215.11,266.66,-72.64,-37.56,10.0,410.06,526.44,48.04,92.24,10.0,786.2,261.23,-30.16,-31.02,10.0,586.91,406.61,7.27,62.16,10.0,454.03,167.01,55.99,8.45,10.0,121.05,549.75,65.25,17.47,10.0,78.01,548.2,-2.8,-63.33,10.0
11.69,62.05,57.55,-2.26,0.0,-2.5,16.76,549.55,62.57,82.36,10.0,213.95,266.06,-72.64,-37.56,10.0,410.83,527.91,48.04,92.24,10.0,785.72,260.74,-30.16,-31.02,10.0,587.03,407.61,7.27,62.16,10.0,454.93,167.14,55.99,8.45,10.0,122.09,550.03,65.25,17.47,10.0,77.96,547.19,-2.8,-63.33,10.0
